Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,2.7745895385742188,0
0.10000000000000001,2.4168853759765625,
0.20000000000000001,2.0131988525390625,
0.29999999999999999,1.9416580200195312,
0.40000000000000002,1.9186630249023438,
0.5,1.9135513305664062,
0.59999999999999998,1.8956680297851562,
0.69999999999999996,1.8547897338867188,
0.80000000000000004,1.8317947387695312,
0.90000000000000002,1.8139114379882812,
1,1.7730255126953125,
1.1000000000000001,1.7653656005859375,
1.2,1.7755813598632812,
1.3,1.7551422119140625,
1.3999999999999999,1.7372589111328125,
1.5,1.7219314575195312,
1.6000000000000001,1.74237060546875,
1.7,1.8215713500976562,
1.8,1.8931121826171875,
1.8999999999999999,1.96209716796875,
2,2.0489654541015625,
2.1000000000000001,2.1511688232421875,
2.2000000000000002,2.3249053955078125,
2.2999999999999998,2.5446395874023438,
2.3999999999999999,2.6877212524414062,
2.5,2.7694778442382812,
2.6000000000000001,2.92022705078125,
2.7000000000000002,3.1884994506835938,
2.7999999999999998,3.479766845703125,
2.8999999999999999,3.6765060424804688,
3,3.8144760131835938,
3.1000000000000001,3.9728851318359375,
3.2000000000000002,4.1312942504882812,
3.2999999999999998,4.2615966796875,
3.3999999999999999,4.3510208129882812,
3.5,4.4097900390625,
3.6000000000000001,4.4685516357421875,
3.7000000000000002,4.4608917236328125,
3.7999999999999998,4.3765716552734375,
3.8999999999999999,4.2973709106445312,
4,4.1849517822265625,
4.0999999999999996,4.0188751220703125,
4.2000000000000002,3.8630218505859375,
4.2999999999999998,3.6356277465820312,
4.4000000000000004,3.3264694213867188,
4.5,3.0607452392578125,
4.5999999999999996,2.8384628295898438,
4.7000000000000002,2.651947021484375,
4.7999999999999998,2.5012054443359375,
4.9000000000000004,2.36834716796875,
5,2.2610321044921875,
5.0999999999999996,2.1946029663085938,
5.2000000000000002,2.14605712890625,
5.2999999999999998,2.0898513793945312,
5.4000000000000004,2.03619384765625,
5.5,2.00042724609375,
5.5999999999999996,1.9442138671875,
5.7000000000000002,1.8701171875,
5.7999999999999998,1.8292388916015625,
5.9000000000000004,1.8190155029296875,
6,1.8292388916015625,
6.0999999999999996,1.8471221923828125,
6.2000000000000002,1.8599014282226562,
6.2999999999999998,1.8752288818359375,
6.4000000000000004,1.8931121826171875,
6.5,1.916107177734375,
6.5999999999999996,1.9314422607421875,
6.7000000000000002,1.9391021728515625,
6.7999999999999998,1.9212188720703125,
6.9000000000000004,1.880340576171875,
7,1.8599014282226562,
7.0999999999999996,1.8701171875,
7.2000000000000002,1.8931121826171875,
7.2999999999999998,1.916107177734375,
7.4000000000000004,1.92633056640625,
7.5,1.933990478515625,
7.5999999999999996,1.9416580200195312,
7.7000000000000002,1.954437255859375,
7.7999999999999998,1.9672088623046875,
7.9000000000000004,1.97998046875,
8,1.96209716796875,
8.0999999999999996,1.9212188720703125,
8.1999999999999993,1.9007797241210938,
8.3000000000000007,1.9109954833984375,
8.4000000000000004,1.933990478515625,
8.5,1.9391021728515625,
8.5999999999999996,1.933990478515625,
8.6999999999999993,1.9365463256835938,
8.8000000000000007,1.9467697143554688,
8.9000000000000004,1.9493255615234375,
9,1.933990478515625,
9.0999999999999996,1.908447265625,
9.1999999999999993,1.88800048828125,
9.3000000000000007,1.8777847290039062,
9.4000000000000004,1.8905563354492188,
9.5,1.9109954833984375,
9.5999999999999996,1.9569854736328125,
9.6999999999999993,2.0157546997070312,
9.8000000000000007,2.1026229858398438,
9.9000000000000004,2.2584762573242188,
10,2.4628753662109375,7.8602619171142578
10.1,2.66217041015625,
10.199999999999999,2.835906982421875,
10.300000000000001,2.9764328002929688,
10.4,3.1144027709960938,
10.5,3.2906951904296875,
10.6,3.47210693359375,
10.699999999999999,3.5845260620117188,
10.800000000000001,3.6662826538085938,
10.9,3.7429351806640625,
11,3.8451309204101562,
11.1,4.0393142700195312,
11.199999999999999,4.3586883544921875,
11.300000000000001,4.639739990234375,
11.4,4.8722457885742188,
11.5,5.2197265625,
11.6,5.6821823120117188,
11.699999999999999,6.129302978515625,
11.800000000000001,6.56109619140625,
11.9,7.0107803344726562,
12,7.4936752319335938,
12.1,7.9612350463867188,
12.199999999999999,8.2320709228515625,
12.300000000000001,8.0659942626953125,
12.4,7.8156051635742188,
12.5,7.5038909912109375,
12.6,7.2100677490234375,
12.699999999999999,6.921356201171875,
12.800000000000001,6.5687637329101562,
12.9,6.185516357421875,
13,5.9146804809570312,
13.1,5.7230606079101562,
13.199999999999999,5.4803314208984375,
13.300000000000001,5.1660690307617188,
13.4,4.8134765625,
13.5,4.473663330078125,
13.6,4.197723388671875,
13.699999999999999,3.9524459838867188,
13.800000000000001,3.6892776489257812,
13.9,3.4235610961914062,
14,3.203826904296875,
14.1,3.0070953369140625,
14.199999999999999,2.853790283203125,
14.300000000000001,2.7924728393554688,
14.4,2.7107162475585938,
14.5,2.5625228881835938,
14.6,2.4603271484375,
14.699999999999999,2.4015579223632812,
14.800000000000001,2.3325729370117188,
14.9,2.25592041015625,
15,2.2124862670898438,
15.1,2.1613922119140625,
15.199999999999999,2.0924072265625,
15.300000000000001,2.07196044921875,
15.4,2.0591888427734375,
15.5,2.0387496948242188,
15.6,2.0157546997070312,
15.699999999999999,1.9288864135742188,
15.800000000000001,1.88800048828125,
15.9,1.9467697143554688,
16,1.933990478515625,
16.100000000000001,1.8777847290039062,
16.199999999999999,1.9007797241210938,
16.300000000000001,1.9825363159179688,
16.399999999999999,2.0208663940429688,
16.5,1.9927597045898438,
16.600000000000001,1.9850921630859375,
16.699999999999999,1.9825363159179688,
16.800000000000001,1.9569854736328125,
16.899999999999999,1.9467697143554688,
17,1.9646530151367188,
17.100000000000001,1.990203857421875,
17.199999999999999,2.0131988525390625,
17.300000000000001,1.990203857421875,
