"","height","position","breathingBeltRespiration","sensorRespiration","percentError","deviation"
"126",2,"Front",10.7836084365845,6.28801678086869,-0.41689121801419,4.49559165571581
"127",2,"Front",10.3519668579102,10.2304503829336,-0.011738491500651,0.1215164749766
"128",2,"Front",10.3448276519775,11.2876605370895,0.091140511648038,-0.942832885112001
"129",2,"Front",10.7238607406616,12.5332455095991,0.168725127330017,-1.8093847689375
"130",2,"Front",10.4620752334595,11.652817886649,0.113815149157148,-1.1907426531895
"131",2,"Front",7.38310098648071,11.0248960987244,0.493260910139551,-3.64179511224369
"132",2,"Front",10.8827095031738,11.6616945576252,0.0715800650770123,-0.7789850544514
"133",2,"Front",10.247652053833,12.0266112610452,0.173596761274384,-1.7789592072122
"134",2,"Front",10.6307582855225,12.4946773759995,0.175332656468671,-1.863919090477
"135",2,"Front",11.7004680633545,12.4566154271274,0.0646253944439308,-0.7561473637729
"136",2,"Front",10.6856641769409,12.4070170001758,0.161089923352588,-1.7213528232349
"137",2,"Front",10.8932466506958,12.6043835921226,0.157082364541659,-1.7111369414268
"138",2,"Front",10.4821805953979,12.3786674000939,0.18092483595719,-1.896486804696
"139",2,"Front",10.2127656936646,7.494204018751,-0.26619250421069,2.7185616749136
"140",2,"Front",9.13937568664551,8.79247369296406,-0.0379568589338486,0.346901993681449
"141",2,"Front",10.0066709518433,9.23661331451505,-0.0769544278046237,0.77005763732825
"142",2,"Front",9.63855457305908,11.7730700835895,0.221455976033652,-2.13451551053042
"143",2,"Front",8.84086418151855,9.51153572701167,0.0758604059199475,-0.670671545493121
"144",2,"Front",8.70195770263672,9.16420202111312,0.0531195777171311,-0.462244318476399
"145",2,"Front",9.5440092086792,11.1725892719276,0.170638986995883,-1.6285800632484
"146",2,"Front",9.0361442565918,10.0169200887802,0.108539195959928,-0.980775832188399
"147",2,"Front",9.86842060089111,11.0618839800009,0.120937627952544,-1.19346337910979
"148",2,"Front",10.9409189224243,13.7646038987739,0.258084809545771,-2.8236849763496
"149",2,"Front",8.5470085144043,10.7042084789475,0.252392396814355,-2.1571999645432
"150",2,"Front",8.35654640197754,9.73869039149676,0.165396555351161,-1.38214398951922
"151",2,"Front",8.71459674835205,9.34348296907167,0.0721646954965006,-0.62888622071962
"152",2,"Back",10.5857439041138,7.67831782018411,-0.274654866985759,2.90742608392969
"153",2,"Back",10.1265821456909,4.82852051242149,-0.523183593145873,5.29806163326941
"154",2,"Back",8.86262893676758,4.82460574545441,-0.455623632685443,4.03802319131317
"155",2,"Back",8.82352924346924,6.0283642617559,-0.31678537063638,2.79516498171334
"156",2,"Back",10.4821805953979,8.11141715774417,-0.226170825438229,2.37076343765373
"157",2,"Back",10.6288757324219,5.13221900216754,-0.517143757122644,5.49665673025436
"158",2,"Back",12.0481929779053,4.92962555062353,-0.590841086321926,7.11856742728177
"159",2,"Back",8.52272796630859,7.60830850974687,-0.107291874171807,0.914419456561721
"160",2,"Back",6,7.44691377524253,0.241152295873755,-1.44691377524253
"161",2,"Back",9.69827651977539,4.44818019285701,-0.54134322899673,5.25009632691838
"162",2,"Back",11.6845178604126,7.89020423737854,-0.324730011829523,3.79431362303406
"163",2,"Back",10.5355577468872,4.97575926328997,-0.527717527364881,5.55979848359723
"164",2,"Back",10.7719926834106,4.67513393750217,-0.565991727352163,6.09685874590843
"165",2,"Back",6.72143411636353,5.31448395887535,-0.209322911320803,1.40695015748818
"166",2,"Back",6.35593223571777,4.1980253072849,-0.339510688346598,2.15790692843287
