"Data Set 1:Time(s)","Data Set 1:Force(N)","Data Set 1:Respiration Rate(bpm)","Data Set 2:Time(s)","Data Set 2:Force(N)","Data Set 2:Respiration Rate(bpm)","Data Set 3:Time(s)","Data Set 3:Force(N)","Data Set 3:Respiration Rate(bpm)","Data Set 4:Time(s)","Data Set 4:Force(N)","Data Set 4:Respiration Rate(bpm)"
,,,,,,4.4000000000000004,3.94989013671875,,4.4000000000000004,2.4909820556640625,
,,,,,,4.5,3.9166717529296875,,4.5,2.51397705078125,
,,,,,,4.5999999999999996,3.8425827026367188,,4.5999999999999996,2.5037612915039062,
,,,,,,4.7000000000000002,3.7531509399414062,,4.7000000000000002,2.5088653564453125,
,,,,,,4.7999999999999998,3.663726806640625,,4.7999999999999998,2.524200439453125,
,,,,,,4.9000000000000004,3.5743026733398438,,4.9000000000000004,2.5190887451171875,
,,,,,,5,3.489990234375,,5,2.5012054443359375,
,,,,,,5.0999999999999996,3.4210052490234375,,5.0999999999999996,2.49609375,
,,,,,,5.2000000000000002,3.3494644165039062,,5.2000000000000002,2.4935379028320312,
,,,,,,5.2999999999999998,3.2702560424804688,,5.2999999999999998,2.4909820556640625,
,,,,,,5.4000000000000004,3.2012710571289062,,5.4000000000000004,2.4756546020507812,
,,,,,,5.5,3.1373977661132812,,5.5,2.4756546020507812,
,,,,,,5.5999999999999996,3.083740234375,,5.5999999999999996,2.524200439453125,
,,,,,,5.7000000000000002,3.0454177856445312,,5.7000000000000002,2.6085128784179688,
,,,,,,5.7999999999999998,2.9968719482421875,,5.7999999999999998,2.726043701171875,
,,,,,,5.9000000000000004,2.9534378051757812,,5.9000000000000004,2.88189697265625,
,,,,,,6,2.9406661987304688,,6,3.0428619384765625,
,,,,,,6.0999999999999996,2.9483261108398438,,6.0999999999999996,3.13995361328125,
,,,,,,6.2000000000000002,2.9611053466796875,,6.2000000000000002,3.1629486083984375,
,,,,,,6.2999999999999998,2.984100341796875,,6.2999999999999998,3.17572021484375,
,,,,,,6.4000000000000004,3.0147552490234375,,6.4000000000000004,3.221710205078125,
,,,,,,6.5,3.03009033203125,,6.5,3.2549285888671875,
,,,,,,6.5999999999999996,3.03009033203125,,6.5999999999999996,3.23193359375,
,,,,,,6.7000000000000002,3.0403060913085938,,6.7000000000000002,3.1706161499023438,
,,,,,,6.7999999999999998,3.0556411743164062,,6.7999999999999998,3.1067352294921875,
