"Data Set 1:Time(s)","Data Set 1:Force(N)","Data Set 1:Respiration Rate(bpm)"
0,2.5957412719726562,7.4626865386962891
0.10000000000000001,2.6468353271484375,
0.20000000000000001,2.69793701171875,
0.29999999999999999,2.69793701171875,
0.40000000000000002,2.7004928588867188,
0.5,2.7285995483398438,
0.59999999999999998,2.782257080078125,
0.69999999999999996,2.9125595092773438,
0.80000000000000004,3.203826904296875,
0.90000000000000002,3.5768585205078125,
1,3.9268951416015625,
1.1000000000000001,4.2692642211914062,
1.2,4.6601791381835938,
1.3,5.0408706665039062,
1.3999999999999999,5.3398056030273438,
1.5,5.6438522338867188,
1.6000000000000001,5.9376754760742188,
1.7,6.1446304321289062,
1.8,6.3796920776367188,
1.8999999999999999,6.6684112548828125,
2,6.9162445068359375,
2.1000000000000001,7.1359710693359375,
2.2000000000000002,7.3327102661132812,
2.2999999999999998,7.4757919311523438,
2.3999999999999999,7.5677719116210938,
2.5,7.5984268188476562,
2.6000000000000001,7.5064468383789062,
2.7000000000000002,7.29693603515625,
2.7999999999999998,7.0848770141601562,
2.8999999999999999,6.89324951171875,
3,6.6377487182617188,
3.1000000000000001,6.323486328125,
3.2000000000000002,5.97344970703125,
3.2999999999999998,5.6080856323242188,
3.3999999999999999,5.2503814697265625,
3.5,4.9207916259765625,
3.6000000000000001,4.6550674438476562,
3.7000000000000002,4.4430007934570312,
3.7999999999999998,4.2232742309570312,
3.8999999999999999,4.0035476684570312,
4,3.8323593139648438,
4.0999999999999996,3.6867218017578125,
4.2000000000000002,3.553863525390625,
4.2999999999999998,3.4210052490234375,
4.4000000000000004,3.242156982421875,
4.5,3.0403060913085938,
4.5999999999999996,2.8614578247070312,
4.7000000000000002,2.7567062377929688,
4.7999999999999998,2.6928253173828125,
4.9000000000000004,2.6468353271484375,
5,2.6493911743164062,
5.0999999999999996,2.6187362670898438,
5.2000000000000002,2.5369720458984375,
5.2999999999999998,2.598297119140625,
5.4000000000000004,2.7592620849609375,
5.5,2.8103561401367188,
5.5999999999999996,2.7950286865234375,
5.7000000000000002,2.8129119873046875,
5.7999999999999998,2.7771453857421875,
5.9000000000000004,2.7030487060546875,
6,2.6851654052734375,
6.0999999999999996,2.6647262573242188,
6.2000000000000002,2.6212921142578125,
6.2999999999999998,2.616180419921875,
6.4000000000000004,2.6136245727539062,
6.5,2.6008453369140625,
6.5999999999999996,2.6034011840820312,
6.7000000000000002,2.62384033203125,
6.7999999999999998,2.6366195678710938,
6.9000000000000004,2.634063720703125,
7,2.6545028686523438,
7.0999999999999996,2.7030487060546875,
7.2000000000000002,2.7694778442382812,
7.2999999999999998,2.8435745239257812,
7.4000000000000004,2.9253311157226562,
7.5,3.0173110961914062,
7.5999999999999996,3.10418701171875,
7.7000000000000002,3.1731719970703125,
7.7999999999999998,3.242156982421875,
7.9000000000000004,3.3085861206054688,
8,3.3366851806640625,
8.0999999999999996,3.3366851806640625,
8.1999999999999993,3.3622360229492188,
8.3000000000000007,3.3928985595703125,
8.4000000000000004,3.3928985595703125,
8.5,3.3545761108398438,
8.5999999999999996,3.3034744262695312,
8.6999999999999993,3.2728118896484375,
8.8000000000000007,3.2472610473632812,
8.9000000000000004,3.21405029296875,
9,3.1731719970703125,
9.0999999999999996,3.1348419189453125,
9.1999999999999993,3.0786361694335938,
9.3000000000000007,3.0479736328125,
9.4000000000000004,3.0530853271484375,
9.5,3.0633010864257812,
9.5999999999999996,3.0965194702148438,
9.6999999999999993,3.1246261596679688,
9.8000000000000007,3.1552810668945312,
9.9000000000000004,3.2012710571289062,
10,3.2447052001953125,8.196721076965332
10.1,3.277923583984375,
10.199999999999999,3.3111419677734375,
10.300000000000001,3.3213577270507812,
10.4,3.3009185791015625,
10.5,3.2830352783203125,
10.6,3.2830352783203125,
10.699999999999999,3.28814697265625,
10.800000000000001,3.28814697265625,
10.9,3.28814697265625,
11,3.295806884765625,
11.1,3.295806884765625,
11.199999999999999,3.277923583984375,
11.300000000000001,3.2677001953125,
11.4,3.2549285888671875,
11.5,3.2114944458007812,
11.6,3.1552810668945312,
11.699999999999999,3.1195144653320312,
11.800000000000001,3.0888519287109375,
11.9,3.0862960815429688,
12,3.093963623046875,
12.1,3.0914077758789062,
12.199999999999999,3.1144027709960938,
12.300000000000001,3.1706161499023438,
12.4,3.23193359375,
12.5,3.2804794311523438,
12.6,3.28814697265625,
12.699999999999999,3.3060302734375,
12.800000000000001,3.4491119384765625,
12.9,3.755706787109375,
13,4.16961669921875,
13.1,4.6269607543945312,
13.199999999999999,5.0766448974609375,
13.300000000000001,5.5109939575195312,
13.4,5.8891372680664062,
13.5,6.1625213623046875,
13.6,6.37713623046875,
13.699999999999999,6.6403045654296875,
13.800000000000001,7.013336181640625,
13.9,7.44512939453125,
14,7.8462600708007812,
14.1,8.124755859375,
14.199999999999999,8.2346267700195312,
14.300000000000001,8.2576217651367188,
14.4,8.2933883666992188,
14.5,8.3496017456054688,
14.6,8.3598175048828125,
14.699999999999999,8.2116317749023438,
14.800000000000001,7.9816818237304688,
14.9,7.7057418823242188,
15,7.33526611328125,
15.1,6.9469070434570312,
15.199999999999999,6.5636520385742188,
15.300000000000001,6.1957321166992188,
15.4,5.9249038696289062,
15.5,5.6642913818359375,
15.6,5.3372573852539062,
15.699999999999999,5.025543212890625,
15.800000000000001,4.805816650390625,
15.9,4.5247650146484375,
16,4.2590408325195312,
16.100000000000001,4.0674209594726562,
16.199999999999999,3.8553543090820312,
16.300000000000001,3.6228485107421875,
16.399999999999999,3.479766845703125,
16.5,3.3903427124023438,
16.600000000000001,3.2830352783203125,
16.699999999999999,3.13995361328125,
16.800000000000001,2.9074478149414062,
16.899999999999999,2.6570587158203125,
17,2.5497512817382812,
17.100000000000001,2.55230712890625,
17.199999999999999,2.559967041015625,
17.300000000000001,2.5574111938476562,
17.399999999999999,2.5574111938476562,
17.5,2.5676345825195312,
17.600000000000001,2.577850341796875,
17.699999999999999,2.5804061889648438,
17.800000000000001,2.5676345825195312,
17.899999999999999,2.542083740234375,
18,2.5369720458984375,
18.100000000000001,2.5650787353515625,
18.199999999999999,2.6136245727539062,
18.300000000000001,2.6596145629882812,
18.399999999999999,2.7490386962890625,
18.5,2.910003662109375,
18.600000000000001,3.0556411743164062,
18.699999999999999,3.1092910766601562,
18.800000000000001,3.0888519287109375,
18.899999999999999,3.058197021484375,
19,3.01220703125,
19.100000000000001,2.8589019775390625,
19.199999999999999,2.432220458984375,
19.300000000000001,2.0515213012695312,
19.399999999999999,2.11029052734375,
19.5,2.22015380859375,
19.600000000000001,2.138397216796875,
19.699999999999999,2.11029052734375,
19.800000000000001,2.2073822021484375,
19.899999999999999,2.2916946411132812,
20,2.3325729370117188,6.0667338371276855
20.100000000000001,2.3632354736328125,
20.199999999999999,2.3657913208007812,
20.300000000000001,2.3708953857421875,
20.399999999999999,2.3606796264648438,
20.5,2.3146896362304688,
20.600000000000001,2.284027099609375,
20.699999999999999,2.2814712524414062,
20.800000000000001,2.29425048828125,
20.899999999999999,2.3146896362304688,
21,2.3325729370117188,
21.100000000000001,2.33001708984375,
21.199999999999999,2.301910400390625,
21.300000000000001,2.2763671875,
21.399999999999999,2.2712554931640625,
21.5,2.2763671875,
21.600000000000001,2.29425048828125,
21.699999999999999,2.3070220947265625,
21.800000000000001,2.3121337890625,
21.899999999999999,2.3198013305664062,
22,2.3172454833984375,
22.100000000000001,2.2865829467773438,
22.199999999999999,2.248260498046875,
22.300000000000001,2.2354812622070312,
22.399999999999999,2.25592041015625,
22.5,2.2993621826171875,
22.600000000000001,2.36834716796875,
22.699999999999999,2.4296646118164062,
22.800000000000001,2.5190887451171875,
22.899999999999999,2.69793701171875,
23,2.8997802734375,
23.100000000000001,3.1144027709960938,
23.199999999999999,3.3928985595703125,
23.300000000000001,3.6943893432617188,
23.399999999999999,3.9907684326171875,
23.5,4.3280258178710938,
23.600000000000001,4.6678466796875,
23.699999999999999,4.951446533203125,
23.800000000000001,5.1865081787109375,
23.899999999999999,5.4087905883789062,
24,5.6540756225585938,
24.100000000000001,5.9146804809570312,
24.199999999999999,6.1727371215820312,
24.300000000000001,6.4001312255859375,
24.399999999999999,6.5329971313476562,
24.5,6.5738754272460938,
24.600000000000001,6.6224212646484375,
24.699999999999999,6.6403045654296875,
24.800000000000001,6.479339599609375,
24.899999999999999,6.23150634765625,
25,6.0526504516601562,
25.100000000000001,5.9249038696289062,
25.199999999999999,5.8048171997070312,
25.300000000000001,5.6566314697265625,
25.399999999999999,5.4982223510742188,
25.5,5.3423614501953125,
25.600000000000001,5.2197265625,
25.699999999999999,5.1584014892578125,
25.800000000000001,5.1200790405273438,
25.899999999999999,5.0383224487304688,
26,4.8083724975585938,
26.100000000000001,4.4762191772460938,
26.199999999999999,4.1670608520507812,
26.300000000000001,3.8681259155273438,
26.399999999999999,3.6126327514648438,
26.5,3.4210052490234375,
26.600000000000001,3.221710205078125,
26.699999999999999,3.0249786376953125,
26.800000000000001,2.88189697265625,
26.899999999999999,2.7924728393554688,
27,2.7490386962890625,
27.100000000000001,2.7337112426757812,
27.199999999999999,2.7311553955078125,
27.300000000000001,2.726043701171875,
27.399999999999999,2.708160400390625,
27.5,2.6851654052734375,
27.600000000000001,2.6647262573242188,
27.699999999999999,2.6672821044921875,
27.800000000000001,2.651947021484375,
27.899999999999999,2.6110687255859375,
28,2.5906295776367188,
28.100000000000001,2.6008453369140625,
28.199999999999999,2.6187362670898438,
28.300000000000001,2.634063720703125,
28.399999999999999,2.6545028686523438,
28.5,2.6800537109375,
28.600000000000001,2.7209320068359375,
28.699999999999999,2.7592620849609375,
28.800000000000001,2.782257080078125,
28.899999999999999,2.7771453857421875,
29,2.7337112426757812,
29.100000000000001,2.708160400390625,
29.199999999999999,2.7158203125,
29.300000000000001,2.7311553955078125,
29.399999999999999,2.7413711547851562,
29.5,2.7515945434570312,
29.600000000000001,2.7669219970703125,
29.699999999999999,2.7797012329101562,
29.800000000000001,2.7797012329101562,
29.899999999999999,2.782257080078125,
30,2.7899169921875,5.4151625633239746
30.100000000000001,2.7592620849609375,
30.199999999999999,2.7209320068359375,
30.300000000000001,2.7158203125,
30.399999999999999,2.7285995483398438,
30.5,2.7388153076171875,
30.600000000000001,2.7515945434570312,
30.699999999999999,2.7669219970703125,
30.800000000000001,2.7745895385742188,
30.899999999999999,2.782257080078125,
31,2.7950286865234375,
31.100000000000001,2.7924728393554688,
31.199999999999999,2.800140380859375,
31.300000000000001,2.8231353759765625,
31.399999999999999,2.8716812133789062,
31.5,2.966217041015625,
