Timestamp,Breath Rate
28.506203651428223,6.254787732230577
28.507204055786133,6.251440020696505
28.507204055786133,6.248201214497396
28.50833225250244,6.245050095713947
28.50833225250244,6.242038709461033
28.509336948394775,6.239109387448207
28.509336948394775,6.236334269579282
28.509336948394775,6.233762931921744
28.510340452194214,6.231314316249023
28.510340452194214,6.228964302858046
28.511340618133545,6.226700538568368
28.511340618133545,6.2244998816148245
28.51233696937561,6.2223276269227075
28.51233696937561,6.220210467707505
28.513336420059204,6.218227428950013
28.513336420059204,6.216364269831571
28.514336347579956,6.214560119271241
28.514336347579956,6.212867219792315
28.514336347579956,6.211286430590775
28.515336513519287,6.209807890372304
28.515336513519287,6.208495010716909
28.51633596420288,6.207364617182732
28.51633596420288,6.206427211486097
28.517354011535645,6.205649667852798
28.517354011535645,6.20513714119098
28.517354011535645,6.204787080108496
28.51835870742798,6.20448078774199
28.51835870742798,6.204588158051805
28.519359827041626,6.205085705138449
28.519359827041626,6.205603332994897
28.52035927772522,6.206470261286137
28.52035927772522,6.207837167517333
28.52035927772522,6.209543704545403
28.52135920524597,6.211447489587692
28.52135920524597,6.213174153001391
28.522358894348145,6.214835413574596
28.522358894348145,6.216169658956099
28.522358894348145,6.217408749909763
28.52335810661316,6.21833520425778
28.52335810661316,6.21887041933315
28.52335810661316,6.2191160175247715
28.524507999420166,6.219110283631572
28.525513887405396,6.218807273408352
28.525513887405396,6.21817495577963
28.526513814926147,6.2172048324791644
28.526513814926147,6.215982039203229
28.527513027191162,6.2144952896026
28.527513027191162,6.212775699113652
28.528754949569702,6.21095103287261
28.528754949569702,6.209036067834774
28.528754949569702,6.207125232654559
28.529770851135254,6.205257175262669
28.529770851135254,6.2035442272038885
28.529770851135254,6.202124722803883
28.53076982498169,6.201056921311069
28.53076982498169,6.200310953512446
28.53076982498169,6.199812923273903
28.5317702293396,6.199557263137804
28.5317702293396,6.199546701643754
28.532771348953247,6.199786652595118
28.532771348953247,6.200237605757834
28.53404688835144,6.200905101749844
28.53404688835144,6.202093656652975
28.53404688835144,6.203722540443078
28.535054206848145,6.2056364517523
28.535054206848145,6.207664859965322
28.536054611206055,6.209800679208163
28.536054611206055,6.212081659632401
28.53730583190918,6.214452431878879
