"","time","breathingBeltRespiration","sensorRespiration"
"1",30,7.103394,5.80174449573907
"2",40,5.876591,3.89822045792466
"3",50,10.344828,4.81419483798309
"4",60,5.208333,3.5457383527879
"5",70,5.263158,6.85616059366807
"6",80,10.791367,4.41740892586804
"7",90,11.594203,3.38222543011553
"8",100,10.327023,5.33979222430481
"9",110,8.87574,8.42300920521409
"10",120,9.574468,5.03324185077834
"11",130,7.275667,4.546043264005
"12",140,6.237006,4.64495813332899
"13",150,7.419621,7.4726773026647
"14",160,8.752735,5.44078102428455
"15",170,9.860312,7.88792323099743
"16",180,9.056603,4.41100203817795
"17",190,9.523809,7.93429864888884
"18",200,9.070294,8.71770971605344
"19",210,9.353079,5.79462216126247
"20",220,9.188361,3.60083153486719
"21",230,9.724474,5.45281012554302
"22",240,9.779951,4.49956545359701
"23",250,9.027081,7.88977261473793
"24",260,7.607777,6.39984128375528
"25",270,8.05009,4.72838496049246
"26",280,7.275667,7.14145651762092
"27",290,5.444646,5.72408504493385
"28",300,4.155125,3.77289081914658
"29",310,4.43787,4.51674804766254
"30",320,4.360465,5.90630899178725
"31",330,5.037783,4.6614546632568
"32",340,7.425743,4.15627305036769
"33",350,8.522727,4.15837315166771
"34",360,8.108108,6.72352600737758
"35",370,7.839721,4.57326300082166
"36",390,7.058823,6.65731068764733
"37",400,6.891271,5.61437948339021
"38",410,7.29927,4.15032744580775
"39",420,7.2,4.48790680873429
"40",430,6.823351,3.2858321718665
"41",440,7.014809,4.46013398411795
"42",450,8.115419,5.90362308243534
"43",460,8.5796,4.91291020177134
"44",470,8.372093,4.96704893780597
"45",480,7.725322,5.85854315937346
"46",490,8.514664,7.34444186331115
"47",500,9.561753,5.69799429476488
"48",510,8.226691,6.60826889709979
"49",520,6.289309,2.83963518422881
"50",530,4.780877,3.72595428020672
"51",540,8.832189,5.0830934474593
"52",550,8.474576,4.35805885055408
"53",560,9.360374,3.45680429906618
"54",570,10.230179,6.97344837284101
"55",580,9.860312,4.61296210027109
"56",590,9.38233,7.64523053511385
"57",600,9.561753,3.53059661450667
