"","time","breathingBeltRespiration","sensorRespiration"
"1",20,10.849909,5.80174449573907
"2",30,7.103394,3.89822045792466
"3",40,5.876591,4.81419483798309
"4",50,10.344828,3.5457383527879
"5",60,5.208333,6.85616059366807
"6",70,5.263158,4.41740892586804
"7",80,10.791367,3.38222543011553
"8",90,11.594203,5.33979222430481
"9",100,10.327023,8.42300920521409
"10",110,8.87574,5.03324185077834
"11",120,9.574468,4.546043264005
"12",130,7.275667,4.64495813332899
"13",140,6.237006,7.4726773026647
"14",150,7.419621,5.44078102428455
"15",160,8.752735,7.88792323099743
"16",170,9.860312,4.41100203817795
"17",180,9.056603,7.93429864888884
"18",190,9.523809,8.71770971605344
"19",200,9.070294,5.39849340766282
"20",210,9.353079,3.81768882548313
"21",220,9.188361,5.45281012554302
"22",230,9.724474,4.49956545359701
"23",240,9.779951,7.47731617925527
"24",250,9.027081,5.88732889089287
"25",260,7.607777,4.72838496049246
"26",270,8.05009,7.14145651762092
"27",280,7.275667,5.72408504493385
"28",290,5.444646,3.77289081914658
"29",300,4.155125,4.51674804766254
"30",310,4.43787,5.90630899178725
"31",320,4.360465,4.6614546632568
"32",330,5.037783,4.15627305036769
"33",340,7.425743,4.15837315166771
"34",350,8.522727,6.72352600737758
"35",360,8.108108,4.57326300082166
"36",380,7.929515,6.65731068764733
"37",390,7.058823,5.61437948339021
"38",400,6.891271,4.15032744580775
"39",410,7.29927,4.48790680873429
"40",420,7.2,3.2858321718665
"41",430,6.823351,4.46013398411795
"42",440,7.014809,5.90362308243534
"43",450,8.115419,4.91291020177134
"44",460,8.5796,4.96704893780597
"45",470,8.372093,5.85854315937346
"46",480,7.725322,7.34444186331115
"47",490,8.514664,5.69799429476488
"48",500,9.561753,6.60826889709979
"49",510,8.226691,2.83963518422881
"50",520,6.289309,3.72595428020672
"51",530,4.780877,5.0830934474593
"52",540,8.832189,4.35805885055408
"53",550,8.474576,3.45680429906618
"54",560,9.360374,6.97344837284101
"55",570,10.230179,4.61296210027109
"56",580,9.860312,7.64523053511385
"57",590,9.38233,3.53059661450667
"58",600,9.561753,4.86059291968369
