2.849514198303222656e+01,1.183203042933373261e+01
2.849714040756225586e+01,1.182825208608138823e+01
2.849814128875732422e+01,1.182420117367664680e+01
2.849919033050537109e+01,1.181989296890544772e+01
2.850014114379882812e+01,1.181534634548325435e+01
2.850114321708679199e+01,1.181059002687693393e+01
2.850214123725891113e+01,1.180564830108158780e+01
2.850314140319824219e+01,1.180053916005608095e+01
2.850514221191406250e+01,1.179530149070590106e+01
2.850614285469055176e+01,1.178995503550553892e+01
2.850714015960693359e+01,1.178452459388326190e+01
2.850814318656921387e+01,1.177902515786876592e+01
2.850868153572082520e+01,1.177346193274961195e+01
2.851116132736206055e+01,1.176784464155268495e+01
2.851215720176696777e+01,1.176217985050292114e+01
2.851315617561340332e+01,1.175645778133518071e+01
2.851315617561340332e+01,1.175067079799908321e+01
2.851415657997131348e+01,1.174480272258835534e+01
2.851518034934997559e+01,1.173883204319831108e+01
2.851566028594970703e+01,1.173273522607825292e+01
2.851666688919067383e+01,1.172649080720046122e+01
2.851666688919067383e+01,1.172007869697226035e+01
2.851766777038574219e+01,1.171347747990828658e+01
2.851866722106933594e+01,1.170667029814706339e+01
2.851966691017150879e+01,1.169964530387326995e+01
2.851966691017150879e+01,1.169239153896656802e+01
2.852041697502136230e+01,1.168489973254729897e+01
2.852144718170166016e+01,1.167716347121293019e+01
2.852144718170166016e+01,1.166917931878103332e+01
2.852342438697814941e+01,1.166094879816355601e+01
2.852342438697814941e+01,1.165247991053077392e+01
2.852442264556884766e+01,1.164378483747882242e+01
2.852542257308959961e+01,1.163488174047394352e+01
2.852542257308959961e+01,1.162579357478967168e+01
2.852642393112182617e+01,1.161654763675663382e+01
2.852742362022399902e+01,1.160717214926084040e+01
2.852842164039611816e+01,1.159770056691117723e+01
2.852942347526550293e+01,1.158816860531001680e+01
2.852942347526550293e+01,1.157860848818149080e+01
2.853042244911193848e+01,1.156904735982191923e+01
2.853142404556274414e+01,1.155950812190905630e+01
2.853242301940917969e+01,1.155000711548332859e+01
2.853242301940917969e+01,1.154055889739664842e+01
2.853342103958129883e+01,1.153117249426562907e+01
2.853342103958129883e+01,1.152185818103819237e+01
2.853442287445068359e+01,1.151261639690562610e+01
2.853542256355285645e+01,1.150342969876460764e+01
2.853642392158508301e+01,1.149428447760815430e+01
2.853687620162963867e+01,1.148518017959980853e+01
2.853687620162963867e+01,1.147611051035721985e+01
2.853788757324218750e+01,1.146707302611089752e+01
2.853888678550720215e+01,1.145805438367329288e+01
2.853888678550720215e+01,1.144905023406805356e+01
2.853989028930664062e+01,1.144005432094445673e+01
2.854088687896728516e+01,1.143104215628918929e+01
2.854088687896728516e+01,1.142200113296794406e+01
2.854188704490661621e+01,1.141291958530508666e+01
2.854188704490661621e+01,1.140377907838835903e+01
2.854188704490661621e+01,1.139457812653506785e+01
2.854288673400878906e+01,1.138530708484733012e+01
2.854388737678527832e+01,1.137595582990829790e+01
2.854388737678527832e+01,1.136651721424614792e+01
2.854488706588745117e+01,1.135701001516420128e+01
2.854488706588745117e+01,1.134742247064941800e+01
2.854588484764099121e+01,1.133775537854291748e+01
2.854688596725463867e+01,1.132800481151881833e+01
2.854789829254150391e+01,1.131813837568413206e+01
2.854789829254150391e+01,1.130813426918485654e+01
2.854888725280761719e+01,1.129806489198527863e+01
2.854960751533508301e+01,1.128797805716891034e+01
2.855061817169189453e+01,1.127789201390601370e+01
2.855163073539733887e+01,1.126782355256073309e+01
2.855163073539733887e+01,1.125779256804363371e+01
2.855261850357055664e+01,1.124777693162716652e+01
2.855318188667297363e+01,1.123778730124804426e+01
2.855420422554016113e+01,1.122781827285318101e+01
2.855420422554016113e+01,1.121784937409318594e+01
2.855520343780517578e+01,1.120786947360967112e+01
2.855620479583740234e+01,1.119787939136779542e+01
2.855661511421203613e+01,1.118784972951132595e+01
2.855762815475463867e+01,1.117774938641509053e+01
2.855762815475463867e+01,1.116755382981421896e+01
2.855862617492675781e+01,1.115724103580409299e+01
2.855962610244750977e+01,1.114681407539725910e+01
2.855962610244750977e+01,1.113623705952058707e+01
3.417760491371154785e+01,1.112552461574156482e+01
3.417960047721862793e+01,1.111468358193904571e+01
3.418160104751586914e+01,1.110370087505448744e+01
3.418260121345520020e+01,1.109257838010748998e+01
3.418459749221801758e+01,1.108132249891443166e+01
3.418560266494750977e+01,1.106990949087170328e+01
3.418661332130432129e+01,1.105834218816636572e+01
3.418861365318298340e+01,1.104666709240912326e+01
3.418961071968078613e+01,1.103495399101713836e+01
3.419161272048950195e+01,1.102325468676629683e+01
3.419260954856872559e+01,1.101159312260409351e+01
3.419361281394958496e+01,1.099998843516360836e+01
3.419461011886596680e+01,1.098844702049663802e+01
3.419461011886596680e+01,1.097698068118707582e+01
3.419560933113098145e+01,1.096571767031891298e+01
3.419560933113098145e+01,1.095469248775424909e+01
3.419860887527465820e+01,1.094387712011725888e+01
3.419860887527465820e+01,1.093327570786759395e+01
3.419961142539978027e+01,1.092294099136739760e+01
3.419961142539978027e+01,1.091285656299961282e+01
3.420111584663391113e+01,1.090308143421830778e+01
3.420212125778198242e+01,1.089369211028226125e+01
3.420212125778198242e+01,1.088470166543112327e+01
3.420312738418579102e+01,1.087613404948844220e+01
3.420312738418579102e+01,1.086800773219273175e+01
3.420413041114807129e+01,1.086035571077651873e+01
3.420512580871582031e+01,1.085304631013004162e+01
3.420612549781799316e+01,1.084616517840157002e+01
3.420612549781799316e+01,1.083975258915691953e+01
3.420712590217590332e+01,1.083358544284059377e+01
3.420712590217590332e+01,1.082769370372183815e+01
3.420812964439392090e+01,1.082201122387205672e+01
3.420912599563598633e+01,1.081666185344989373e+01
3.421012639999389648e+01,1.081160594878772230e+01
3.421012639999389648e+01,1.080666387025730124e+01
3.421088314056396484e+01,1.080186474659100959e+01
3.421144962310791016e+01,1.079718631855266864e+01
3.421144962310791016e+01,1.079275996893272982e+01
3.421250057220458984e+01,1.078849305181480744e+01
3.421350216865539551e+01,1.078427921374067111e+01
3.421450114250183105e+01,1.078011092603792243e+01
3.421450114250183105e+01,1.077600369765680455e+01
3.421550107002258301e+01,1.077188665151512126e+01
3.421650052070617676e+01,1.076769644998713105e+01
3.421750044822692871e+01,1.076332497160124291e+01
3.421750044822692871e+01,1.075877826235636547e+01
3.421874022483825684e+01,1.075409904184547649e+01
3.421874022483825684e+01,1.074931925355923745e+01
3.421974420547485352e+01,1.074417028371719240e+01
3.421974420547485352e+01,1.073863019471242630e+01
3.422074556350708008e+01,1.073280131004083060e+01
3.422174549102783203e+01,1.072661814762830446e+01
3.422276592254638672e+01,1.072009813825622260e+01
3.422320628166198730e+01,1.071280507554577888e+01
3.422424864768981934e+01,1.070484383793961314e+01
3.422424864768981934e+01,1.069625489218728553e+01
3.422526335716247559e+01,1.068688618855236960e+01
3.422621154785156250e+01,1.067695683044643751e+01
3.422721385955810547e+01,1.066655914492587165e+01
3.422721385955810547e+01,1.065545340272384500e+01
3.422821140289306641e+01,1.064384761630299181e+01
3.422821140289306641e+01,1.063171070159324927e+01
3.423021245002746582e+01,1.061922385670776592e+01
3.423121595382690430e+01,1.060645491216454062e+01
3.423121595382690430e+01,1.059341760945956956e+01
3.423221874237060547e+01,1.058027492618377785e+01
3.423221874237060547e+01,1.056708099352271546e+01
3.423221874237060547e+01,1.055394673568511799e+01
3.423372411727905273e+01,1.054075918113455046e+01
3.423473048210144043e+01,1.052773208174989605e+01
3.423573589324951172e+01,1.051534474572012101e+01
3.423573589324951172e+01,1.050365274451377928e+01
3.423673558235168457e+01,1.049263849399505233e+01
3.423773527145385742e+01,1.048236319197685695e+01
3.423873710632324219e+01,1.047284625037351447e+01
3.423973655700683594e+01,1.046404370317437937e+01
3.424073529243469238e+01,1.045593870148275073e+01
3.424073529243469238e+01,1.044842822637727942e+01
3.424183249473571777e+01,1.044148091465449468e+01
3.424283838272094727e+01,1.043504635024812188e+01
3.424384212493896484e+01,1.042910541477764497e+01
3.424415874481201172e+01,1.042364434935453055e+01
3.424516487121582031e+01,1.041864727818117764e+01
3.424516487121582031e+01,1.041407799476175278e+01
3.424616312980651855e+01,1.040984458693541370e+01
3.424716353416442871e+01,1.040585543078296915e+01
3.424816489219665527e+01,1.040194257758906637e+01
3.424917507171630859e+01,1.039790550377096068e+01
3.425016355514526367e+01,1.039357477181856027e+01
3.425135636329650879e+01,1.038877016617612448e+01
3.425135636329650879e+01,1.038334411283241820e+01
3.425239062309265137e+01,1.037704197816366936e+01
3.425239062309265137e+01,1.036982825058405133e+01
3.425335574150085449e+01,1.036151929482095468e+01
3.425335574150085449e+01,1.035205331077717616e+01
3.425335574150085449e+01,1.034149016242508523e+01
3.425435614585876465e+01,1.032994658381298514e+01
3.425535678863525391e+01,1.031742785824659236e+01
3.987427592277526855e+01,1.030409997715434756e+01
3.987527513504028320e+01,1.028997193492152107e+01
3.987627482414245605e+01,1.027534318496187993e+01
3.987727499008178711e+01,1.026014440618301293e+01
3.987827515602111816e+01,1.024468065170653652e+01
3.987927436828613281e+01,1.022909391216034614e+01
3.988036680221557617e+01,1.021366018423002586e+01
3.988136053085327148e+01,1.019832498029141021e+01
3.988337159156799316e+01,1.018329185565155903e+01
3.988437080383300781e+01,1.016871115671812831e+01
3.988537311553955078e+01,1.015470011683389195e+01
3.988637113571166992e+01,1.014145244184913430e+01
3.988737344741821289e+01,1.012909429213128121e+01
3.988837623596191406e+01,1.011783115884673379e+01
3.988937115669250488e+01,1.010717502190023787e+01
3.989037108421325684e+01,1.009752341627837247e+01
3.989137411117553711e+01,1.008883165477703869e+01
3.989137411117553711e+01,1.008080696972177392e+01
3.989336919784545898e+01,1.007363512544700512e+01
3.989436936378479004e+01,1.006734316904039517e+01
3.989486861228942871e+01,1.006158258515449333e+01
3.989687609672546387e+01,1.005651137236700343e+01
3.989687609672546387e+01,1.005221033109986806e+01
3.989787411689758301e+01,1.004843338172748624e+01
3.989889240264892578e+01,1.004515581995537588e+01
3.989889240264892578e+01,1.004190862485128477e+01
3.989987516403198242e+01,1.003933634637946604e+01
3.990087461471557617e+01,1.003707535557454200e+01
3.990087461471557617e+01,1.003503084427029002e+01
3.990187573432922363e+01,1.003293001545188012e+01
3.990287494659423828e+01,1.003061614728810369e+01
3.990287494659423828e+01,1.002833848418852192e+01
3.990387535095214844e+01,1.002599138040843663e+01
3.990487623214721680e+01,1.002334368343863424e+01
3.990487623214721680e+01,1.002035237546122026e+01
3.990587520599365234e+01,1.001638349629674352e+01
3.990697216987609863e+01,1.001195823302871979e+01
3.990697216987609863e+01,1.000673665863336659e+01
3.990787768363952637e+01,1.000041480192686372e+01
3.990887665748596191e+01,9.993298709097055976e+00
3.990987896919250488e+01,9.985956661967506420e+00
3.991088366508483887e+01,9.977035438208970319e+00
3.991187858581542969e+01,9.967118694947293633e+00
3.991187858581542969e+01,9.956150859301866163e+00
3.991287469863891602e+01,9.943838106785841902e+00
3.991387653350830078e+01,9.930497258011875772e+00
3.991387653350830078e+01,9.916088621112313817e+00
3.991487407684326172e+01,9.900544907825926444e+00
3.991487407684326172e+01,9.883793471921341833e+00
3.991587519645690918e+01,9.865922432301857725e+00
3.991695880889892578e+01,9.846864529024283996e+00
3.991787695884704590e+01,9.826482343550310361e+00
3.991787695884704590e+01,9.804978728310324243e+00
3.991888427734375000e+01,9.782542459040767469e+00
3.991987442970275879e+01,9.759468447859328322e+00
3.991987442970275879e+01,9.735945325309868892e+00
3.992087578773498535e+01,9.711951440510674161e+00
3.992187738418579102e+01,9.687531325208455613e+00
3.992287611961364746e+01,9.663039616622530303e+00
3.992387509346008301e+01,9.638590296987398887e+00
3.992489194869995117e+01,9.614411704334152375e+00
3.992587494850158691e+01,9.590807589949994494e+00
3.992687630653381348e+01,9.567885300204004295e+00
3.992733359336853027e+01,9.545570344600102786e+00
3.992834568023681641e+01,9.523659233502369759e+00
3.992934012413024902e+01,9.502137584012679383e+00
3.992934012413024902e+01,9.481172854080870849e+00
3.993040776252746582e+01,9.460792895359041665e+00
3.993136477470397949e+01,9.440727397092910422e+00
3.993234157562255859e+01,9.420621615410949445e+00
3.993334078788757324e+01,9.400398047415679414e+00
3.993434119224548340e+01,9.380008129752757995e+00
3.993541383743286133e+01,9.359198503437783145e+00
3.993541383743286133e+01,9.337434346900749915e+00
3.993633913993835449e+01,9.314300383441469933e+00
3.993734073638916016e+01,9.289010693332892643e+00
3.993838977813720703e+01,9.260369384756863553e+00
3.993838977813720703e+01,9.226665927241823439e+00
3.993933987617492676e+01,9.184555617004434680e+00
3.994044518470764160e+01,1.604143557305334156e+01
3.994145107269287109e+01,1.609109283657480916e+01
3.994245195388793945e+01,1.613598464151103329e+01
3.994345259666442871e+01,1.617651278917668023e+01
3.994446802139282227e+01,1.621305523691080808e+01
3.994446802139282227e+01,1.624592266934498497e+01
3.994545078277587891e+01,1.627541044402046566e+01
3.994645142555236816e+01,1.630183880641419236e+01
3.994745254516601562e+01,1.632550321388812620e+01
3.994845128059387207e+01,1.634672878730916068e+01
3.995045280456542969e+01,1.636576037931967420e+01
3.995146441459655762e+01,1.638266923643876538e+01
3.995245170593261719e+01,1.639760947119895462e+01
3.995245170593261719e+01,1.641079896318261078e+01
3.995345759391784668e+01,1.642243183988140487e+01
3.995445227622985840e+01,1.643270671189675625e+01
3.995445227622985840e+01,1.644181122804882378e+01
3.995545005798339844e+01,1.644996258432844627e+01
