"Data Set 1:Time(s)","Data Set 1:Force(N)","Data Set 1:Respiration Rate(bpm)","Data Set 2:Time(s)","Data Set 2:Force(N)","Data Set 2:Respiration Rate(bpm)","Data Set 3:Time(s)","Data Set 3:Force(N)","Data Set 3:Respiration Rate(bpm)"
0,3.1961669921875,9.7932538986206055,0,2.874237060546875,6.6568045616149902,0,3.610076904296875,12.084591865539551
0.10000000000000001,3.0862960815429688,,0.10000000000000001,2.892120361328125,,0.10000000000000001,3.6432876586914062,
0.20000000000000001,2.9585494995117188,,0.20000000000000001,2.910003662109375,,0.20000000000000001,3.6254043579101562,
0.29999999999999999,2.9687652587890625,,0.29999999999999999,2.9125595092773438,,0.29999999999999999,3.5385360717773438,
0.40000000000000002,3.0147552490234375,,0.40000000000000002,2.927886962890625,,0.40000000000000002,3.4669952392578125,
0.5,3.0479736328125,,0.5,2.95599365234375,,0.5,3.4031219482421875,
0.59999999999999998,3.0786361694335938,,0.59999999999999998,3.0224227905273438,,0.59999999999999998,3.3213577270507812,
0.69999999999999996,3.093963623046875,,0.69999999999999996,3.1450653076171875,,0.69999999999999996,3.2472610473632812,
0.80000000000000004,3.0888519287109375,,0.80000000000000004,3.3111419677734375,,0.80000000000000004,3.203826904296875,
0.90000000000000002,3.0786361694335938,,0.90000000000000002,3.50787353515625,,0.90000000000000002,3.1731719970703125,
1,3.0811920166015625,,1,3.6535110473632812,,1,3.17572021484375,
1.1000000000000001,3.0990753173828125,,1.1000000000000001,3.719940185546875,,1.1000000000000001,3.2012710571289062,
