"Data Set 1:Time(s)","Data Set 1:Force(N)","Data Set 1:Respiration Rate(bpm)","Data Set 2:Time(s)","Data Set 2:Force(N)","Data Set 2:Respiration Rate(bpm)","Data Set 3:Time(s)","Data Set 3:Force(N)","Data Set 3:Respiration Rate(bpm)"
1.2,3.0965194702148438,,1.2,3.7812576293945312,,1.2,3.2242660522460938,
1.3,3.0735244750976562,,1.3,3.8272476196289062,,1.3,3.242156982421875,
1.3999999999999999,3.0735244750976562,,1.3999999999999999,3.8144760131835938,,1.3999999999999999,3.2804794311523438,
1.5,3.0965194702148438,,1.5,3.7429351806640625,,1.5,3.3060302734375,
1.6000000000000001,3.1169586181640625,,1.6000000000000001,3.6202926635742188,,1.6000000000000001,3.2906951904296875,
1.7,3.17572021484375,,1.7,3.4925460815429688,,1.7,3.2728118896484375,
1.8,3.2906951904296875,,1.8,3.3647918701171875,,1.8,3.2651519775390625,
1.8999999999999999,3.3571319580078125,,1.8999999999999999,3.2242660522460938,,1.8999999999999999,3.260040283203125,
2,3.3903427124023438,,2,3.0735244750976562,,2,3.2625961303710938,
2.1000000000000001,3.5002059936523438,,2.1000000000000001,2.9329986572265625,,2.1000000000000001,3.2677001953125,
2.2000000000000002,3.5972976684570312,,,,,2.2000000000000002,3.277923583984375,
2.2999999999999998,3.61773681640625,,,,,2.2999999999999998,3.28814697265625,
2.3999999999999999,3.6151809692382812,,,,,2.3999999999999999,3.2855911254882812,
2.5,3.599853515625,,,,,2.5,3.2906951904296875,
2.6000000000000001,3.5436477661132812,,,,,2.6000000000000001,3.277923583984375,
2.7000000000000002,3.4516677856445312,,,,,2.7000000000000002,3.24981689453125,
2.7999999999999998,3.334136962890625,,,,,2.7999999999999998,3.2370452880859375,
2.8999999999999999,3.2114944458007812,,,,,2.8999999999999999,3.2344894409179688,
3,3.0990753173828125,,,,,3,3.2702560424804688,
3.1000000000000001,3.0173110961914062,,,,,3.1000000000000001,3.3213577270507812,
3.2000000000000002,2.9687652587890625,,,,,3.2000000000000002,3.3647918701171875,
3.2999999999999998,2.927886962890625,,,,,3.2999999999999998,3.4516677856445312,
3.3999999999999999,2.8895645141601562,,,,,3.3999999999999999,3.5666427612304688,
3.5,2.8563461303710938,,,,,3.5,3.61773681640625,
,,,,,,3.6000000000000001,3.6228485107421875,
,,,,,,3.7000000000000002,3.6509552001953125,
,,,,,,3.7999999999999998,3.7046127319335938,
,,,,,,3.8999999999999999,3.76593017578125,
,,,,,,4,3.8068084716796875,
,,,,,,4.0999999999999996,3.8349151611328125,
,,,,,,4.2000000000000002,3.8732376098632812,
,,,,,,4.2999999999999998,3.9243392944335938,
,,,,,,4.4000000000000004,3.94989013671875,
,,,,,,4.5,3.9166717529296875,
,,,,,,4.5999999999999996,3.8425827026367188,
,,,,,,4.7000000000000002,3.7531509399414062,
,,,,,,4.7999999999999998,3.663726806640625,
,,,,,,4.9000000000000004,3.5743026733398438,
,,,,,,5,3.489990234375,
,,,,,,5.0999999999999996,3.4210052490234375,
,,,,,,5.2000000000000002,3.3494644165039062,
,,,,,,5.2999999999999998,3.2702560424804688,
,,,,,,5.4000000000000004,3.2012710571289062,
,,,,,,5.5,3.1373977661132812,
,,,,,,5.5999999999999996,3.083740234375,
,,,,,,5.7000000000000002,3.0454177856445312,
,,,,,,5.7999999999999998,2.9968719482421875,
,,,,,,5.9000000000000004,2.9534378051757812,
,,,,,,6,2.9406661987304688,
,,,,,,6.0999999999999996,2.9483261108398438,
,,,,,,6.2000000000000002,2.9611053466796875,
,,,,,,6.2999999999999998,2.984100341796875,
,,,,,,6.4000000000000004,3.0147552490234375,
,,,,,,6.5,3.03009033203125,
,,,,,,6.5999999999999996,3.03009033203125,
,,,,,,6.7000000000000002,3.0403060913085938,
,,,,,,6.7999999999999998,3.0556411743164062,
,,,,,,6.9000000000000004,3.0684127807617188,
,,,,,,7,3.076080322265625,
,,,,,,7.0999999999999996,3.083740234375,
,,,,,,7.2000000000000002,3.0888519287109375,
,,,,,,7.2999999999999998,3.093963623046875,
,,,,,,7.4000000000000004,3.1092910766601562,
,,,,,,7.5,3.1169586181640625,
,,,,,,7.5999999999999996,3.1067352294921875,
,,,,,,7.7000000000000002,3.10418701171875,
,,,,,,7.7999999999999998,3.1169586181640625,
,,,,,,7.9000000000000004,3.1476211547851562,
,,,,,,8,3.1936111450195312,
,,,,,,8.0999999999999996,3.2651519775390625,
,,,,,,8.1999999999999993,3.3443527221679688,
,,,,,,8.3000000000000007,3.405670166015625,
,,,,,,8.4000000000000004,3.479766845703125,
,,,,,,8.5,3.5947418212890625,
,,,,,,8.5999999999999996,3.709716796875,
,,,,,,8.6999999999999993,3.8425827026367188,
,,,,,,8.8000000000000007,4.0290908813476562,
,,,,,,8.9000000000000004,4.2283859252929688,
,,,,,,9,4.3689117431640625,
,,,,,,9.0999999999999996,4.473663330078125,
,,,,,,9.1999999999999993,4.5273208618164062,
,,,,,,9.3000000000000007,4.4762191772460938,
,,,,,,9.4000000000000004,4.3765716552734375,
,,,,,,9.5,4.2769317626953125,
,,,,,,9.5999999999999996,4.1823959350585938,
,,,,,,9.6999999999999993,4.087860107421875,
,,,,,,9.8000000000000007,4.0009918212890625,
,,,,,,9.9000000000000004,3.9320068359375,
,,,,,,10,3.886016845703125,10.877447128295898
,,,,,,10.1,3.847686767578125,
,,,,,,10.199999999999999,3.794036865234375,
,,,,,,10.300000000000001,3.7250518798828125,
,,,,,,10.4,3.6483993530273438,
,,,,,,10.5,3.5743026733398438,
,,,,,,10.6,3.50787353515625,
,,,,,,10.699999999999999,3.4491119384765625,
,,,,,,10.800000000000001,3.3928985595703125,
,,,,,,10.9,3.3392410278320312,
,,,,,,11,3.2932510375976562,
,,,,,,11.1,3.260040283203125,
,,,,,,11.199999999999999,3.221710205078125,
,,,,,,11.300000000000001,3.185943603515625,
,,,,,,11.4,3.1578369140625,
,,,,,,11.5,3.13995361328125,
,,,,,,11.6,3.1271820068359375,
,,,,,,11.699999999999999,3.1092910766601562,
,,,,,,11.800000000000001,3.093963623046875,
,,,,,,11.9,3.0811920166015625,
,,,,,,12,3.083740234375,
,,,,,,12.1,3.083740234375,
,,,,,,12.199999999999999,3.0786361694335938,
,,,,,,12.300000000000001,3.083740234375,
,,,,,,12.4,3.0914077758789062,
,,,,,,12.5,3.1016311645507812,
,,,,,,12.6,3.1067352294921875,
,,,,,,12.699999999999999,3.1169586181640625,
,,,,,,12.800000000000001,3.1373977661132812,
,,,,,,12.9,3.1373977661132812,
,,,,,,13,3.1271820068359375,
,,,,,,13.1,3.129730224609375,
,,,,,,13.199999999999999,3.150177001953125,
,,,,,,13.300000000000001,3.1731719970703125,
,,,,,,13.4,3.2089385986328125,
,,,,,,13.5,3.2906951904296875,
,,,,,,13.6,3.4491119384765625,
,,,,,,13.699999999999999,3.6535110473632812,
,,,,,,13.800000000000001,3.8349151611328125,
,,,,,,13.9,4.0163192749023438,
,,,,,,14,4.307586669921875,
,,,,,,14.1,4.5452041625976562,
